"job_title","salary","department_name","salary_rank","salary_percentile","dept_avg_salary","salary_diff_from_avg"
"accountant i",60498,"kids","36",0.2222222222222222,"87812.217391304348","-27314.217391304348"
"environmental specialist",61446,"kids","35",0.24444444444444444,"87812.217391304348","-26366.217391304348"
"compensation analyst",62815,"kids","34",0.26666666666666666,"87812.217391304348","-24997.217391304348"
"clinical specialist",63133,"kids","33",0.28888888888888886,"87812.217391304348","-24679.217391304348"
"vp accounting",63735,"kids","32",0.3111111111111111,"87812.217391304348","-24077.217391304348"
"compensation analyst",65110,"kids","31",0.3333333333333333,"87812.217391304348","-22702.217391304348"
"clinical specialist",66420,"kids","30",0.35555555555555557,"87812.217391304348","-21392.217391304348"
"programmer analyst iii",69559,"kids","29",0.37777777777777777,"87812.217391304348","-18253.217391304348"
"senior sales associate",77924,"kids","28",0.4,"87812.217391304348","-9888.217391304348"
"software consultant",78294,"kids","27",0.4222222222222222,"87812.217391304348","-9518.217391304348"
"pharmacist",83404,"kids","26",0.4444444444444444,"87812.217391304348","-4408.217391304348"
"programmer ii",83543,"kids","25",0.4666666666666667,"87812.217391304348","-4269.217391304348"
"developer iv",86524,"kids","24",0.4888888888888889,"87812.217391304348","-1288.217391304348"
"general manager",87269,"kids","23",0.5111111111111111,"87812.217391304348","-543.217391304348"
"editor",88093,"kids","22",0.5333333333333333,"87812.217391304348","280.782608695652"
"account representative i",88854,"kids","21",0.5555555555555556,"87812.217391304348","1041.782608695652"
"employees scientist",91608,"kids","20",0.5777777777777777,"87812.217391304348","3795.782608695652"
"environmental specialist",93609,"kids","19",0.6,"87812.217391304348","5796.782608695652"
"web developer i",94596,"kids","18",0.6222222222222222,"87812.217391304348","6783.782608695652"
"desktop support technician",96897,"kids","17",0.6444444444444445,"87812.217391304348","9084.782608695652"
"electrical engineer",97745,"kids","16",0.6666666666666666,"87812.217391304348","9932.782608695652"
"developer ii",101599,"kids","15",0.6888888888888889,"87812.217391304348","13786.782608695652"
"senior developer",105686,"kids","14",0.7111111111111111,"87812.217391304348","17873.782608695652"
"sales associate",108657,"kids","13",0.7333333333333333,"87812.217391304348","20844.782608695652"
"employees accountant iii",117147,"kids","12",0.7555555555555555,"87812.217391304348","29334.782608695652"
"graphic designer",119747,"kids","11",0.7777777777777778,"87812.217391304348","31934.782608695652"
"pharmacist",119773,"kids","10",0.8,"87812.217391304348","31960.782608695652"
"community outreach specialist",121966,"kids","9",0.8222222222222222,"87812.217391304348","34153.782608695652"
"computer systems analyst iv",123820,"kids","8",0.8444444444444444,"87812.217391304348","36007.782608695652"
"senior developer",126103,"kids","7",0.8666666666666667,"87812.217391304348","38290.782608695652"
"analyst programmer",127569,"kids","6",0.8888888888888888,"87812.217391304348","39756.782608695652"
"senior editor",128617,"kids","5",0.9111111111111111,"87812.217391304348","40804.782608695652"
"social worker",130188,"kids","4",0.9333333333333333,"87812.217391304348","42375.782608695652"
"research associate",133040,"kids","3",0.9555555555555556,"87812.217391304348","45227.782608695652"
"vp accounting",145281,"kids","2",0.9777777777777777,"87812.217391304348","57468.782608695652"
"business systems development analyst",149114,"kids","1",1,"87812.217391304348","61301.782608695652"
"associate professor",43097,"movies","38",0,"93237.552631578947","-50140.552631578947"
"health coach iv",44093,"movies","37",0.02702702702702703,"93237.552631578947","-49144.552631578947"
"product engineer",47879,"movies","36",0.05405405405405406,"93237.552631578947","-45358.552631578947"
"occupational therapist",49503,"movies","35",0.08108108108108109,"93237.552631578947","-43734.552631578947"
"compensation analyst",52572,"movies","34",0.10810810810810811,"93237.552631578947","-40665.552631578947"
"accounting assistant iv",54470,"movies","33",0.13513513513513514,"93237.552631578947","-38767.552631578947"
"senior quality engineer",55214,"movies","32",0.16216216216216217,"93237.552631578947","-38023.552631578947"
"speech pathologist",55730,"movies","31",0.1891891891891892,"93237.552631578947","-37507.552631578947"
"technical writer",58675,"movies","30",0.21621621621621623,"93237.552631578947","-34562.552631578947"
"paralegal",60688,"movies","29",0.24324324324324326,"93237.552631578947","-32549.552631578947"
"operator",62799,"movies","28",0.2702702702702703,"93237.552631578947","-30438.552631578947"
"food chemist",71433,"movies","27",0.2972972972972973,"93237.552631578947","-21804.552631578947"
"business systems development analyst",76229,"movies","26",0.32432432432432434,"93237.552631578947","-17008.552631578947"
"accounting assistant ii",76731,"movies","25",0.35135135135135137,"93237.552631578947","-16506.552631578947"
"desktop support technician",78755,"movies","24",0.3783783783783784,"93237.552631578947","-14482.552631578947"
"junior executive",82674,"movies","23",0.40540540540540543,"93237.552631578947","-10563.552631578947"
"pharmacist",85559,"movies","22",0.43243243243243246,"93237.552631578947","-7678.552631578947"
"help desk operator",90797,"movies","21",0.4594594594594595,"93237.552631578947","-2440.552631578947"
"employees scientist",93962,"movies","20",0.4864864864864865,"93237.552631578947","724.447368421053"
"social worker",96118,"movies","19",0.5135135135135135,"93237.552631578947","2880.447368421053"
"safety technician iv",96163,"movies","18",0.5405405405405406,"93237.552631578947","2925.447368421053"
"occupational therapist",97913,"movies","17",0.5675675675675675,"93237.552631578947","4675.447368421053"
"structural analysis engineer",98502,"movies","16",0.5945945945945946,"93237.552631578947","5264.447368421053"
"accountant i",109154,"movies","15",0.6216216216216216,"93237.552631578947","15916.447368421053"
"vp quality control",109828,"movies","14",0.6486486486486487,"93237.552631578947","16590.447368421053"
"paralegal",110615,"movies","13",0.6756756756756757,"93237.552631578947","17377.447368421053"
"environmental specialist",111244,"movies","12",0.7027027027027027,"93237.552631578947","18006.447368421053"
"programmer i",111427,"movies","11",0.7297297297297297,"93237.552631578947","18189.447368421053"
"information systems manager",112126,"movies","10",0.7567567567567568,"93237.552631578947","18888.447368421053"
"structural engineer",122110,"movies","9",0.7837837837837838,"93237.552631578947","28872.447368421053"
"business systems development analyst",128726,"movies","8",0.8108108108108109,"93237.552631578947","35488.447368421053"
"dental hygienist",132676,"movies","7",0.8378378378378378,"93237.552631578947","39438.447368421053"
"legal assistant",139163,"movies","6",0.8648648648648649,"93237.552631578947","45925.447368421053"
"design engineer",141678,"movies","5",0.8918918918918919,"93237.552631578947","48440.447368421053"
"marketing manager",142988,"movies","4",0.918918918918919,"93237.552631578947","49750.447368421053"
"web developer ii",143433,"movies","3",0.9459459459459459,"93237.552631578947","50195.447368421053"
"programmer iv",148952,"movies","2",0.972972972972973,"93237.552631578947","55714.447368421053"
"design engineer",149351,"movies","1",1,"93237.552631578947","56113.447368421053"
"tax accountant",41898,"music","36",0,"100911.805555555556","-59013.805555555556"
"electrical engineer",48934,"music","35",0.02857142857142857,"100911.805555555556","-51977.805555555556"
"senior developer",49644,"music","34",0.05714285714285714,"100911.805555555556","-51267.805555555556"
"assistant manager",51132,"music","33",0.08571428571428572,"100911.805555555556","-49779.805555555556"
"analyst programmer",52612,"music","32",0.11428571428571428,"100911.805555555556","-48299.805555555556"
"mechanical systems engineer",53798,"music","31",0.14285714285714285,"100911.805555555556","-47113.805555555556"
"human resources assistant iii",61519,"music","30",0.17142857142857143,"100911.805555555556","-39392.805555555556"
"data coordiator",82077,"music","29",0.2,"100911.805555555556","-18834.805555555556"
"account representative i",83165,"music","28",0.22857142857142856,"100911.805555555556","-17746.805555555556"
"senior editor",83256,"music","27",0.2571428571428571,"100911.805555555556","-17655.805555555556"
"assistant manager",87057,"music","26",0.2857142857142857,"100911.805555555556","-13854.805555555556"
"software consultant",89633,"music","25",0.3142857142857143,"100911.805555555556","-11278.805555555556"
"research assistant i",91660,"music","24",0.34285714285714286,"100911.805555555556","-9251.805555555556"
"vp accounting",97150,"music","23",0.37142857142857144,"100911.805555555556","-3761.805555555556"
"senior financial analyst",100570,"music","22",0.4,"100911.805555555556","-341.805555555556"
"help desk operator",100716,"music","21",0.42857142857142855,"100911.805555555556","-195.805555555556"
"biostatistician ii",101582,"music","20",0.45714285714285713,"100911.805555555556","670.194444444444"
"sales representative",108093,"music","19",0.4857142857142857,"100911.805555555556","7181.194444444444"
"account coordinator",109004,"music","18",0.5142857142857142,"100911.805555555556","8092.194444444444"
"senior financial analyst",110660,"music","17",0.5428571428571428,"100911.805555555556","9748.194444444444"
"geologist i",110912,"music","16",0.5714285714285714,"100911.805555555556","10000.194444444444"
"developer iii",113857,"music","15",0.6,"100911.805555555556","12945.194444444444"
"vp quality control",115274,"music","14",0.6285714285714286,"100911.805555555556","14362.194444444444"
"nurse practicioner",116480,"music","13",0.6571428571428571,"100911.805555555556","15568.194444444444"
"vp quality control",117105,"music","12",0.6857142857142857,"100911.805555555556","16193.194444444444"
"software engineer ii",120226,"music","11",0.7142857142857143,"100911.805555555556","19314.194444444444"
"assistant media planner",120579,"music","10",0.7428571428571429,"100911.805555555556","19667.194444444444"
"electrical engineer",126201,"music","9",0.7714285714285715,"100911.805555555556","25289.194444444444"
"legal assistant",127645,"music","8",0.8,"100911.805555555556","26733.194444444444"
"statistician ii",129527,"music","7",0.8285714285714286,"100911.805555555556","28615.194444444444"
"clinical specialist",131274,"music","6",0.8571428571428571,"100911.805555555556","30362.194444444444"
"account executive",133281,"music","5",0.8857142857142857,"100911.805555555556","32369.194444444444"
"account representative i",135786,"music","4",0.9142857142857143,"100911.805555555556","34874.194444444444"
"nurse",140708,"music","3",0.9428571428571428,"100911.805555555556","39796.194444444444"
"account coordinator",142840,"music","2",0.9714285714285714,"100911.805555555556","41928.194444444444"
"employees accountant iii",146970,"music","1",1,"100911.805555555556","46058.194444444444"
"payment adjustment coordinator",40138,"other","88",0,"95494.443181818182","-55356.443181818182"
"payment adjustment coordinator",41855,"other","87",0.011494252873563218,"95494.443181818182","-53639.443181818182"
"electrical engineer",42714,"other","86",0.022988505747126436,"95494.443181818182","-52780.443181818182"
"help desk operator",43537,"other","85",0.034482758620689655,"95494.443181818182","-51957.443181818182"
"chemical engineer",45456,"other","84",0.04597701149425287,"95494.443181818182","-50038.443181818182"
"desktop support technician",46444,"other","83",0.05747126436781609,"95494.443181818182","-49050.443181818182"
"developer iv",47131,"other","82",0.06896551724137931,"95494.443181818182","-48363.443181818182"
"operator",50066,"other","81",0.08045977011494253,"95494.443181818182","-45428.443181818182"
"account executive",50161,"other","80",0.09195402298850575,"95494.443181818182","-45333.443181818182"
"cost accountant",51761,"other","79",0.10344827586206896,"95494.443181818182","-43733.443181818182"
"geological engineer",54007,"other","78",0.11494252873563218,"95494.443181818182","-41487.443181818182"
"programmer analyst ii",54410,"other","77",0.12643678160919541,"95494.443181818182","-41084.443181818182"
"assistant media planner",54599,"other","76",0.13793103448275862,"95494.443181818182","-40895.443181818182"
"systems administrator iv",55633,"other","75",0.14942528735632185,"95494.443181818182","-39861.443181818182"
"systems administrator iii",59644,"other","74",0.16091954022988506,"95494.443181818182","-35850.443181818182"
"product engineer",60203,"other","73",0.1724137931034483,"95494.443181818182","-35291.443181818182"
"engineer i",60318,"other","72",0.1839080459770115,"95494.443181818182","-35176.443181818182"
"sales representative",61992,"other","71",0.19540229885057472,"95494.443181818182","-33502.443181818182"
"sales representative",63336,"other","70",0.20689655172413793,"95494.443181818182","-32158.443181818182"
"recruiting manager",63682,"other","69",0.21839080459770116,"95494.443181818182","-31812.443181818182"
"geologist iii",67255,"other","68",0.22988505747126436,"95494.443181818182","-28239.443181818182"
"business systems development analyst",70613,"other","67",0.2413793103448276,"95494.443181818182","-24881.443181818182"
"quality engineer",70804,"other","66",0.25287356321839083,"95494.443181818182","-24690.443181818182"
"gis technical architect",71676,"other","65",0.26436781609195403,"95494.443181818182","-23818.443181818182"
"sales representative",73778,"other","64",0.27586206896551724,"95494.443181818182","-21716.443181818182"
"general manager",74973,"other","63",0.28735632183908044,"95494.443181818182","-20521.443181818182"
"human resources assistant iv",76352,"other","62",0.2988505747126437,"95494.443181818182","-19142.443181818182"
"chemical engineer",77335,"other","61",0.3103448275862069,"95494.443181818182","-18159.443181818182"
"community outreach specialist",77486,"other","60",0.3218390804597701,"95494.443181818182","-18008.443181818182"
"senior developer",80073,"other","59",0.3333333333333333,"95494.443181818182","-15421.443181818182"
"geological engineer",80654,"other","58",0.3448275862068966,"95494.443181818182","-14840.443181818182"
"programmer i",80788,"other","57",0.3563218390804598,"95494.443181818182","-14706.443181818182"
"product engineer",81998,"other","56",0.367816091954023,"95494.443181818182","-13496.443181818182"
"information systems manager",84049,"other","55",0.3793103448275862,"95494.443181818182","-11445.443181818182"
"vp marketing",84275,"other","54",0.39080459770114945,"95494.443181818182","-11219.443181818182"
"safety technician i",84427,"other","53",0.40229885057471265,"95494.443181818182","-11067.443181818182"
"financial advisor",85855,"other","52",0.41379310344827586,"95494.443181818182","-9639.443181818182"
"research nurse",87422,"other","51",0.42528735632183906,"95494.443181818182","-8072.443181818182"
"administrative assistant i",87816,"other","50",0.4367816091954023,"95494.443181818182","-7678.443181818182"
"community outreach specialist",89285,"other","49",0.4482758620689655,"95494.443181818182","-6209.443181818182"
"systems administrator iv",89324,"other","48",0.45977011494252873,"95494.443181818182","-6170.443181818182"
"research assistant ii",90409,"other","47",0.47126436781609193,"95494.443181818182","-5085.443181818182"
"editor",91501,"other","46",0.4827586206896552,"95494.443181818182","-3993.443181818182"
"vp product management",91561,"other","45",0.4942528735632184,"95494.443181818182","-3933.443181818182"
"social worker",93714,"other","44",0.5057471264367817,"95494.443181818182","-1780.443181818182"
"media manager iii",94299,"other","43",0.5172413793103449,"95494.443181818182","-1195.443181818182"
"librarian",94884,"other","42",0.5287356321839081,"95494.443181818182","-610.443181818182"
"associate professor",95679,"other","41",0.5402298850574713,"95494.443181818182","184.556818181818"
"project manager",101520,"other","40",0.5517241379310345,"95494.443181818182","6025.556818181818"
"occupational therapist",102458,"other","39",0.5632183908045977,"95494.443181818182","6963.556818181818"
"editor",102793,"other","38",0.5747126436781609,"95494.443181818182","7298.556818181818"
"food chemist",104149,"other","37",0.5862068965517241,"95494.443181818182","8654.556818181818"
"graphic designer",104373,"other","36",0.5977011494252874,"95494.443181818182","8878.556818181818"
"business systems development analyst",104444,"other","35",0.6091954022988506,"95494.443181818182","8949.556818181818"
"vp marketing",104530,"other","34",0.6206896551724138,"95494.443181818182","9035.556818181818"
"graphic designer",107749,"other","33",0.632183908045977,"95494.443181818182","12254.556818181818"
"environmental tech",108444,"other","32",0.6436781609195402,"95494.443181818182","12949.556818181818"
"senior cost accountant",108970,"other","31",0.6551724137931034,"95494.443181818182","13475.556818181818"
"senior quality engineer",111072,"other","30",0.6666666666666666,"95494.443181818182","15577.556818181818"
"payment adjustment coordinator",111873,"other","29",0.6781609195402298,"95494.443181818182","16378.556818181818"
"database administrator i",115776,"other","28",0.6896551724137931,"95494.443181818182","20281.556818181818"
"social worker",115975,"other","27",0.7011494252873564,"95494.443181818182","20480.556818181818"
"electrical engineer",117171,"other","26",0.7126436781609196,"95494.443181818182","21676.556818181818"
"research assistant iii",118793,"other","25",0.7241379310344828,"95494.443181818182","23298.556818181818"
"actuary",119602,"other","24",0.735632183908046,"95494.443181818182","24107.556818181818"
"director of sales",119769,"other","23",0.7471264367816092,"95494.443181818182","24274.556818181818"
"senior developer",121238,"other","22",0.7586206896551724,"95494.443181818182","25743.556818181818"
"engineer i",122219,"other","21",0.7701149425287356,"95494.443181818182","26724.556818181818"
"social worker",123156,"other","20",0.7816091954022989,"95494.443181818182","27661.556818181818"
"budget/accounting analyst iii",126468,"other","19",0.7931034482758621,"95494.443181818182","30973.556818181818"
"systems administrator i",126661,"other","18",0.8045977011494253,"95494.443181818182","31166.556818181818"
"help desk technician",128105,"other","17",0.8160919540229885,"95494.443181818182","32610.556818181818"
"office assistant i",133781,"other","16",0.8275862068965517,"95494.443181818182","38286.556818181818"
"developer iv",138137,"other","15",0.8390804597701149,"95494.443181818182","42642.556818181818"
"physical therapy assistant",138815,"other","14",0.8505747126436781,"95494.443181818182","43320.556818181818"
"product engineer",139486,"other","13",0.8620689655172413,"95494.443181818182","43991.556818181818"
"environmental specialist",140078,"other","12",0.8735632183908046,"95494.443181818182","44583.556818181818"
"professor",142516,"other","11",0.8850574712643678,"95494.443181818182","47021.556818181818"
"technical writer",144991,"other","10",0.896551724137931,"95494.443181818182","49496.556818181818"
"information systems manager",145284,"other","9",0.9080459770114943,"95494.443181818182","49789.556818181818"
"office assistant iii",145559,"other","8",0.9195402298850575,"95494.443181818182","50064.556818181818"
"financial advisor",145747,"other","7",0.9310344827586207,"95494.443181818182","50252.556818181818"
"research assistant ii",146701,"other","6",0.9425287356321839,"95494.443181818182","51206.556818181818"
"assistant media planner",146745,"other","5",0.9540229885057471,"95494.443181818182","51250.556818181818"
"analog circuit design manager",147150,"other","4",0.9655172413793104,"95494.443181818182","51655.556818181818"
"chemical engineer",147862,"other","3",0.9770114942528736,"95494.443181818182","52367.556818181818"
"data coordiator",148144,"other","2",0.9885057471264368,"95494.443181818182","52649.556818181818"
"geologist iii",149835,"other","1",1,"95494.443181818182","54340.556818181818"
"social worker",42759,"outdoors","37",0,"88507.216216216216","-45748.216216216216"
"health coach i",43940,"outdoors","36",0.027777777777777776,"88507.216216216216","-44567.216216216216"
"nurse",48769,"outdoors","35",0.05555555555555555,"88507.216216216216","-39738.216216216216"
"accounting assistant i",48892,"outdoors","34",0.08333333333333333,"88507.216216216216","-39615.216216216216"
"chemical engineer",49326,"outdoors","33",0.1111111111111111,"88507.216216216216","-39181.216216216216"
"compensation analyst",50308,"outdoors","32",0.1388888888888889,"88507.216216216216","-38199.216216216216"
"accountant iii",51771,"outdoors","31",0.16666666666666666,"88507.216216216216","-36736.216216216216"
"web developer i",57988,"outdoors","30",0.19444444444444445,"88507.216216216216","-30519.216216216216"
"registered nurse",60268,"outdoors","29",0.2222222222222222,"88507.216216216216","-28239.216216216216"
"research associate",63341,"outdoors","28",0.25,"88507.216216216216","-25166.216216216216"
"budget/accounting analyst ii",63598,"outdoors","27",0.2777777777777778,"88507.216216216216","-24909.216216216216"
"programmer analyst i",65767,"outdoors","26",0.3055555555555556,"88507.216216216216","-22740.216216216216"
"registered nurse",67817,"outdoors","25",0.3333333333333333,"88507.216216216216","-20690.216216216216"
"nuclear power engineer",69026,"outdoors","24",0.3611111111111111,"88507.216216216216","-19481.216216216216"
"web developer iii",69246,"outdoors","23",0.3888888888888889,"88507.216216216216","-19261.216216216216"
"human resources manager",73425,"outdoors","22",0.4166666666666667,"88507.216216216216","-15082.216216216216"
"analog circuit design manager",82080,"outdoors","21",0.4444444444444444,"88507.216216216216","-6427.216216216216"
"senior quality engineer",82979,"outdoors","20",0.4722222222222222,"88507.216216216216","-5528.216216216216"
"senior editor",84261,"outdoors","19",0.5,"88507.216216216216","-4246.216216216216"
"assistant professor",90069,"outdoors","18",0.5277777777777778,"88507.216216216216","1561.783783783784"
"assistant manager",92043,"outdoors","17",0.5555555555555556,"88507.216216216216","3535.783783783784"
"civil engineer",96169,"outdoors","16",0.5833333333333334,"88507.216216216216","7661.783783783784"
"vp quality control",98401,"outdoors","15",0.6111111111111112,"88507.216216216216","9893.783783783784"
"information systems manager",99151,"outdoors","14",0.6388888888888888,"88507.216216216216","10643.783783783784"
"programmer iv",101756,"outdoors","13",0.6666666666666666,"88507.216216216216","13248.783783783784"
"compensation analyst",105319,"outdoors","12",0.6944444444444444,"88507.216216216216","16811.783783783784"
"vp sales",108228,"outdoors","11",0.7222222222222222,"88507.216216216216","19720.783783783784"
"chief design engineer",109404,"outdoors","10",0.75,"88507.216216216216","20896.783783783784"
"editor",114647,"outdoors","9",0.7777777777777778,"88507.216216216216","26139.783783783784"
"statistician iv",114695,"outdoors","8",0.8055555555555556,"88507.216216216216","26187.783783783784"
"software test engineer i",133007,"outdoors","7",0.8333333333333334,"88507.216216216216","44499.783783783784"
"statistician i",135688,"outdoors","6",0.8611111111111112,"88507.216216216216","47180.783783783784"
"help desk technician",137704,"outdoors","5",0.8888888888888888,"88507.216216216216","49196.783783783784"
"geologist iv",138540,"outdoors","4",0.9166666666666666,"88507.216216216216","50032.783783783784"
"data coordiator",139347,"outdoors","3",0.9444444444444444,"88507.216216216216","50839.783783783784"
"senior cost accountant",140430,"outdoors","2",0.9722222222222222,"88507.216216216216","51922.783783783784"
"research associate",144608,"outdoors","1",1,"88507.216216216216","56100.783783783784"
"administrative assistant iv",43366,"shoes","48",0,"112055.416666666667","-68689.416666666667"
"nurse",46072,"shoes","47",0.02127659574468085,"112055.416666666667","-65983.416666666667"
"account representative iv",69807,"shoes","46",0.0425531914893617,"112055.416666666667","-42248.416666666667"
"quality control specialist",72319,"shoes","45",0.06382978723404255,"112055.416666666667","-39736.416666666667"
"geologist ii",73755,"shoes","44",0.0851063829787234,"112055.416666666667","-38300.416666666667"
"administrative assistant ii",76063,"shoes","43",0.10638297872340426,"112055.416666666667","-35992.416666666667"
"senior financial analyst",78157,"shoes","42",0.1276595744680851,"112055.416666666667","-33898.416666666667"
"compensation analyst",78478,"shoes","41",0.14893617021276595,"112055.416666666667","-33577.416666666667"
"employees accountant ii",80999,"shoes","40",0.1702127659574468,"112055.416666666667","-31056.416666666667"
"geological engineer",81270,"shoes","39",0.19148936170212766,"112055.416666666667","-30785.416666666667"
"senior financial analyst",87978,"shoes","38",0.2127659574468085,"112055.416666666667","-24077.416666666667"
"actuary",96107,"shoes","37",0.23404255319148937,"112055.416666666667","-15948.416666666667"
"database administrator ii",96782,"shoes","36",0.2553191489361702,"112055.416666666667","-15273.416666666667"
"vp marketing",99854,"shoes","35",0.2765957446808511,"112055.416666666667","-12201.416666666667"
"web designer i",100428,"shoes","34",0.2978723404255319,"112055.416666666667","-11627.416666666667"
"employees scientist",104264,"shoes","33",0.3191489361702128,"112055.416666666667","-7791.416666666667"
"financial advisor",104896,"shoes","32",0.3404255319148936,"112055.416666666667","-7159.416666666667"
"payment adjustment coordinator",107222,"shoes","31",0.3617021276595745,"112055.416666666667","-4833.416666666667"
"systems administrator ii",107407,"shoes","30",0.3829787234042553,"112055.416666666667","-4648.416666666667"
"safety technician i",108248,"shoes","29",0.40425531914893614,"112055.416666666667","-3807.416666666667"
"pharmacist",108504,"shoes","28",0.425531914893617,"112055.416666666667","-3551.416666666667"
"senior editor",108748,"shoes","27",0.44680851063829785,"112055.416666666667","-3307.416666666667"
"programmer iii",113311,"shoes","26",0.46808510638297873,"112055.416666666667","1255.583333333333"
"health coach iv",113654,"shoes","25",0.48936170212765956,"112055.416666666667","1598.583333333333"
"design engineer",116301,"shoes","24",0.5106382978723404,"112055.416666666667","4245.583333333333"
"employees accountant iii",117248,"shoes","23",0.5319148936170213,"112055.416666666667","5192.583333333333"
"accounting assistant iii",118514,"shoes","22",0.5531914893617021,"112055.416666666667","6458.583333333333"
"research assistant ii",119414,"shoes","21",0.574468085106383,"112055.416666666667","7358.583333333333"
"junior executive",120540,"shoes","20",0.5957446808510638,"112055.416666666667","8484.583333333333"
"director of sales",121713,"shoes","19",0.6170212765957447,"112055.416666666667","9657.583333333333"
"internal auditor",123936,"shoes","18",0.6382978723404256,"112055.416666666667","11880.583333333333"
"research associate",125574,"shoes","17",0.6595744680851063,"112055.416666666667","13518.583333333333"
"occupational therapist",128805,"shoes","16",0.6808510638297872,"112055.416666666667","16749.583333333333"
"systems administrator ii",131392,"shoes","15",0.7021276595744681,"112055.416666666667","19336.583333333333"
"legal assistant",131961,"shoes","14",0.723404255319149,"112055.416666666667","19905.583333333333"
"research nurse",133360,"shoes","13",0.7446808510638298,"112055.416666666667","21304.583333333333"
"junior executive",133424,"shoes","12",0.7659574468085106,"112055.416666666667","21368.583333333333"
"electrical engineer",140276,"shoes","11",0.7872340425531915,"112055.416666666667","28220.583333333333"
"assistant professor",141753,"shoes","10",0.8085106382978723,"112055.416666666667","29697.583333333333"
"budget/accounting analyst iii",143034,"shoes","9",0.8297872340425532,"112055.416666666667","30978.583333333333"
"vp quality control",144639,"shoes","8",0.851063829787234,"112055.416666666667","32583.583333333333"
"web developer i",144841,"shoes","7",0.8723404255319149,"112055.416666666667","32785.583333333333"
"marketing assistant",144932,"shoes","6",0.8936170212765957,"112055.416666666667","32876.583333333333"
"paralegal",146256,"shoes","5",0.9148936170212766,"112055.416666666667","34200.583333333333"
"chemical engineer",147003,"shoes","4",0.9361702127659575,"112055.416666666667","34947.583333333333"
"executive secretary",148260,"shoes","3",0.9574468085106383,"112055.416666666667","36204.583333333333"
"help desk operator",148889,"shoes","2",0.9787234042553191,"112055.416666666667","36833.583333333333"
"project manager",148906,"shoes","1",1,"112055.416666666667","36850.583333333333"
"marketing manager",45463,"sports","43",0,"92281.813953488372","-46818.813953488372"
"accountant i",48829,"sports","42",0.023809523809523808,"92281.813953488372","-43452.813953488372"
"database administrator i",52041,"sports","41",0.047619047619047616,"92281.813953488372","-40240.813953488372"
"editor",53905,"sports","40",0.07142857142857142,"92281.813953488372","-38376.813953488372"
"assistant professor",55073,"sports","39",0.09523809523809523,"92281.813953488372","-37208.813953488372"
"senior cost accountant",55568,"sports","38",0.11904761904761904,"92281.813953488372","-36713.813953488372"
"nurse practicioner",58265,"sports","37",0.14285714285714285,"92281.813953488372","-34016.813953488372"
"programmer analyst iv",59363,"sports","36",0.16666666666666666,"92281.813953488372","-32918.813953488372"
"senior sales associate",64443,"sports","35",0.19047619047619047,"92281.813953488372","-27838.813953488372"
"chemical engineer",67758,"sports","34",0.21428571428571427,"92281.813953488372","-24523.813953488372"
"professor",68364,"sports","33",0.23809523809523808,"92281.813953488372","-23917.813953488372"
"graphic designer",68761,"sports","32",0.2619047619047619,"92281.813953488372","-23520.813953488372"
"developer iv",72334,"sports","31",0.2857142857142857,"92281.813953488372","-19947.813953488372"
"recruiting manager",75676,"sports","30",0.30952380952380953,"92281.813953488372","-16605.813953488372"
"statistician i",76086,"sports","29",0.3333333333333333,"92281.813953488372","-16195.813953488372"
"marketing manager",77060,"sports","28",0.35714285714285715,"92281.813953488372","-15221.813953488372"
"associate professor",79172,"sports","27",0.38095238095238093,"92281.813953488372","-13109.813953488372"
"teacher",79845,"sports","26",0.40476190476190477,"92281.813953488372","-12436.813953488372"
"quality control specialist",80830,"sports","25",0.42857142857142855,"92281.813953488372","-11451.813953488372"
"senior cost accountant",84549,"sports","24",0.4523809523809524,"92281.813953488372","-7732.813953488372"
"engineer i",85249,"sports","23",0.47619047619047616,"92281.813953488372","-7032.813953488372"
"business systems development analyst",85511,"sports","22",0.5,"92281.813953488372","-6770.813953488372"
"administrative assistant iii",86803,"sports","21",0.5238095238095238,"92281.813953488372","-5478.813953488372"
"research associate",90086,"sports","20",0.5476190476190477,"92281.813953488372","-2195.813953488372"
"technical writer",97623,"sports","19",0.5714285714285714,"92281.813953488372","5341.186046511628"
"recruiting manager",99352,"sports","18",0.5952380952380952,"92281.813953488372","7070.186046511628"
"environmental tech",101646,"sports","17",0.6190476190476191,"92281.813953488372","9364.186046511628"
"senior quality engineer",102493,"sports","16",0.6428571428571429,"92281.813953488372","10211.186046511628"
"mechanical systems engineer",109233,"sports","15",0.6666666666666666,"92281.813953488372","16951.186046511628"
"sales associate",110407,"sports","14",0.6904761904761905,"92281.813953488372","18125.186046511628"
"accountant ii",110896,"sports","13",0.7142857142857143,"92281.813953488372","18614.186046511628"
"software engineer ii",112048,"sports","12",0.7380952380952381,"92281.813953488372","19766.186046511628"
"vp product management",117092,"sports","11",0.7619047619047619,"92281.813953488372","24810.186046511628"
"research nurse",120377,"sports","10",0.7857142857142857,"92281.813953488372","28095.186046511628"
"civil engineer",121296,"sports","9",0.8095238095238095,"92281.813953488372","29014.186046511628"
"senior editor",128646,"sports","8",0.8333333333333334,"92281.813953488372","36364.186046511628"
"desktop support technician",130849,"sports","7",0.8571428571428571,"92281.813953488372","38567.186046511628"
"account representative iii",131252,"sports","6",0.8809523809523809,"92281.813953488372","38970.186046511628"
"executive secretary",133845,"sports","5",0.9047619047619048,"92281.813953488372","41563.186046511628"
